order_id,order_date,customer_id,customer_name,region,city,customer_segment,product_id,product_name,category,quantity,unit_price,discount_pct,net_value,currency,status,sales_rep,year,month,month_name,quarter,quarter_label,week,day_of_week,is_weekend,gross_value,discount_amount,status_group,revenue_eligible,revenue,fact_key,load_timestamp
SO1026,2024-01-05,C0011,Ola Cabs,West,Bengaluru,Transport,P008,LED Monitor 27inch,Electronics,18,26600.0,5,478800.0,INR,Delivered,SR10,2024,1,January,1,Q1,1,Friday,False,504000.0,25200.0,Closed,True,478800.0,27,2026-04-16 19:43:09
SO1027,2024-01-05,C0007,Mahindra Group,North,Mumbai,Manufacturing,P004,Standing Desk,Furniture,18,33250.0,5,598500.0,INR,In Transit,SR07,2024,1,January,1,Q1,1,Friday,False,630000.0,31500.0,Open,True,598500.0,28,2026-04-16 19:43:09
SO1028,2024-01-05,C0011,Ola Cabs,West,Bengaluru,Transport,P006,Tablet Air,Electronics,15,36000.0,20,540000.0,INR,Delivered,SR04,2024,1,January,1,Q1,1,Friday,False,675000.0,135000.0,Closed,True,540000.0,29,2026-04-16 19:43:09
SO1029,2024-01-05,C0004,Reliance Retail,South,Mumbai,Retail,P002,Wireless Headphones,Electronics,11,8500.0,0,93500.0,INR,Delivered,SR04,2024,1,January,1,Q1,1,Friday,False,93500.0,-0.0,Closed,True,93500.0,30,2026-04-16 19:43:09
SO1030,2024-01-06,C0004,Reliance Retail,South,Mumbai,Retail,P001,Laptop Pro 15,Electronics,3,85000.0,0,255000.0,INR,Delivered,SR01,2024,1,January,1,Q1,1,Saturday,True,255000.0,-0.0,Closed,True,255000.0,31,2026-04-16 19:43:09
SO1031,2024-01-06,C0014,Swiggy India,North,Bengaluru,Food-Tech,P006,Tablet Air,Electronics,3,36000.0,20,108000.0,INR,Delivered,SR08,2024,1,January,1,Q1,1,Saturday,True,135000.0,27000.0,Closed,True,108000.0,32,2026-04-16 19:43:09
SO1032,2024-01-06,C0004,Reliance Retail,South,Mumbai,Retail,P009,Filing Cabinet,Furniture,5,9600.0,20,48000.0,INR,Delivered,SR04,2024,1,January,1,Q1,1,Saturday,True,60000.0,12000.0,Closed,True,48000.0,33,2026-04-16 19:43:09
SO1033,2024-01-06,C0013,Nykaa Fashion,North,Mumbai,Retail,P008,LED Monitor 27inch,Electronics,14,26600.0,5,372400.0,INR,Delivered,SR07,2024,1,January,1,Q1,1,Saturday,True,392000.0,19600.0,Closed,True,372400.0,34,2026-04-16 19:43:09
SO1034,2024-01-06,C0006,Tata Motors,South,Pune,Manufacturing,P007,Mechanical Keyboard,Electronics,14,6375.0,15,89250.0,INR,Processing,SR01,2024,1,January,1,Q1,1,Saturday,True,105000.0,15750.0,Open,True,89250.0,35,2026-04-16 19:43:09
SO1035,2024-01-07,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P007,Mechanical Keyboard,Electronics,11,7500.0,0,82500.0,INR,Delivered,SR04,2024,1,January,1,Q1,1,Sunday,True,82500.0,-0.0,Closed,True,82500.0,36,2026-04-16 19:43:09
SO1036,2024-01-08,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P003,Office Chair Ergonomic,Furniture,14,20900.0,5,292600.0,INR,Delivered,SR04,2024,1,January,1,Q1,2,Monday,False,308000.0,15400.0,Closed,True,292600.0,37,2026-04-16 19:43:09
SO1037,2024-01-08,C0014,Swiggy India,North,Bengaluru,Food-Tech,P002,Wireless Headphones,Electronics,15,6800.0,20,102000.0,INR,Delivered,SR09,2024,1,January,1,Q1,2,Monday,False,127500.0,25500.0,Closed,True,102000.0,38,2026-04-16 19:43:09
SO1038,2024-01-08,C0014,Swiggy India,North,Bengaluru,Food-Tech,P001,Laptop Pro 15,Electronics,3,80750.0,5,242250.0,INR,Delivered,SR08,2024,1,January,1,Q1,2,Monday,False,255000.0,12750.0,Closed,True,242250.0,39,2026-04-16 19:43:09
SO1039,2024-01-08,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P004,Standing Desk,Furniture,13,35000.0,0,455000.0,INR,Delivered,SR01,2024,1,January,1,Q1,2,Monday,False,455000.0,-0.0,Closed,True,455000.0,40,2026-04-16 19:43:09
SO1040,2024-01-08,C0007,Mahindra Group,North,Mumbai,Manufacturing,P005,Smartphone X12,Electronics,15,58500.0,10,877500.0,INR,Delivered,SR09,2024,1,January,1,Q1,2,Monday,False,975000.0,97500.0,Closed,True,877500.0,41,2026-04-16 19:43:09
SO1041,2024-01-08,C0011,Ola Cabs,West,Bengaluru,Transport,P008,LED Monitor 27inch,Electronics,5,26600.0,5,133000.0,INR,Delivered,SR01,2024,1,January,1,Q1,2,Monday,False,140000.0,7000.0,Closed,True,133000.0,42,2026-04-16 19:43:09
SO1042,2024-01-08,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P009,Filing Cabinet,Furniture,2,10800.0,10,21600.0,INR,Delivered,SR10,2024,1,January,1,Q1,2,Monday,False,24000.0,2400.0,Closed,True,21600.0,43,2026-04-16 19:43:09
SO1043,2024-01-08,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P009,Filing Cabinet,Furniture,17,11400.0,5,193800.0,INR,Delivered,SR09,2024,1,January,1,Q1,2,Monday,False,204000.0,10200.0,Closed,True,193800.0,44,2026-04-16 19:43:09
SO1044,2024-01-08,C0002,TCS Technologies,North,Mumbai,Enterprise,P003,Office Chair Ergonomic,Furniture,3,17600.0,20,52800.0,INR,Delivered,SR04,2024,1,January,1,Q1,2,Monday,False,66000.0,13200.0,Closed,True,52800.0,45,2026-04-16 19:43:09
SO1045,2024-01-08,C0007,Mahindra Group,North,Mumbai,Manufacturing,P002,Wireless Headphones,Electronics,19,8075.0,5,153425.0,INR,Delivered,SR01,2024,1,January,1,Q1,2,Monday,False,161500.0,8075.0,Closed,True,153425.0,46,2026-04-16 19:43:09
SO1046,2024-01-08,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P002,Wireless Headphones,Electronics,14,6800.0,20,95200.0,INR,Delivered,SR06,2024,1,January,1,Q1,2,Monday,False,119000.0,23800.0,Closed,True,95200.0,47,2026-04-16 19:43:09
SO1047,2024-01-08,C0015,Paytm Services,South,Noida,FinTech,P005,Smartphone X12,Electronics,7,58500.0,10,409500.0,INR,Delivered,SR07,2024,1,January,1,Q1,2,Monday,False,455000.0,45500.0,Closed,True,409500.0,48,2026-04-16 19:43:09
SO1048,2024-01-09,C0011,Ola Cabs,West,Bengaluru,Transport,P005,Smartphone X12,Electronics,15,58500.0,10,877500.0,INR,Processing,SR02,2024,1,January,1,Q1,2,Tuesday,False,975000.0,97500.0,Open,True,877500.0,49,2026-04-16 19:43:09
SO1049,2024-01-09,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P008,LED Monitor 27inch,Electronics,20,22400.0,20,448000.0,INR,Cancelled,SR02,2024,1,January,1,Q1,2,Tuesday,False,560000.0,112000.0,Cancelled,False,0.0,50,2026-04-16 19:43:09
SO1050,2024-01-09,C0009,Amazon India,North,Hyderabad,E-Commerce,P004,Standing Desk,Furniture,17,31500.0,10,535500.0,INR,Delivered,SR06,2024,1,January,1,Q1,2,Tuesday,False,595000.0,59500.0,Closed,True,535500.0,51,2026-04-16 19:43:09
SO1051,2024-01-09,C0015,Paytm Services,South,Noida,FinTech,P002,Wireless Headphones,Electronics,8,7650.0,10,61200.0,INR,Delivered,SR08,2024,1,January,1,Q1,2,Tuesday,False,68000.0,6800.0,Closed,True,61200.0,52,2026-04-16 19:43:09
SO1052,2024-01-09,C0014,Swiggy India,North,Bengaluru,Food-Tech,P009,Filing Cabinet,Furniture,10,9600.0,20,96000.0,INR,Cancelled,SR09,2024,1,January,1,Q1,2,Tuesday,False,120000.0,24000.0,Cancelled,False,0.0,53,2026-04-16 19:43:09
SO1053,2024-01-09,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P009,Filing Cabinet,Furniture,10,12000.0,0,120000.0,INR,Processing,SR03,2024,1,January,1,Q1,2,Tuesday,False,120000.0,-0.0,Open,True,120000.0,54,2026-04-16 19:43:09
SO1054,2024-01-10,C0002,TCS Technologies,North,Mumbai,Enterprise,P002,Wireless Headphones,Electronics,18,8075.0,5,145350.0,INR,Delivered,SR10,2024,1,January,1,Q1,2,Wednesday,False,153000.0,7650.0,Closed,True,145350.0,55,2026-04-16 19:43:09
SO1055,2024-01-10,C0004,Reliance Retail,South,Mumbai,Retail,P006,Tablet Air,Electronics,7,40500.0,10,283500.0,INR,Delivered,SR05,2024,1,January,1,Q1,2,Wednesday,False,315000.0,31500.0,Closed,True,283500.0,56,2026-04-16 19:43:09
SO1056,2024-01-10,C0015,Paytm Services,South,Noida,FinTech,P001,Laptop Pro 15,Electronics,3,72250.0,15,216750.0,INR,Processing,SR01,2024,1,January,1,Q1,2,Wednesday,False,255000.0,38250.0,Open,True,216750.0,57,2026-04-16 19:43:09
SO1057,2024-01-10,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P006,Tablet Air,Electronics,5,40500.0,10,202500.0,INR,Delivered,SR08,2024,1,January,1,Q1,2,Wednesday,False,225000.0,22500.0,Closed,True,202500.0,58,2026-04-16 19:43:09
SO1058,2024-01-10,C0009,Amazon India,North,Hyderabad,E-Commerce,P007,Mechanical Keyboard,Electronics,18,7500.0,0,135000.0,INR,Delivered,SR03,2024,1,January,1,Q1,2,Wednesday,False,135000.0,-0.0,Closed,True,135000.0,59,2026-04-16 19:43:09
SO1059,2024-01-10,C0009,Amazon India,North,Hyderabad,E-Commerce,P001,Laptop Pro 15,Electronics,12,68000.0,20,816000.0,INR,Delivered,SR07,2024,1,January,1,Q1,2,Wednesday,False,1020000.0,204000.0,Closed,True,816000.0,60,2026-04-16 19:43:09
SO1060,2024-01-10,C0003,Wipro Solutions,East,Pune,Enterprise,P001,Laptop Pro 15,Electronics,10,76500.0,10,765000.0,INR,Processing,SR01,2024,1,January,1,Q1,2,Wednesday,False,850000.0,85000.0,Open,True,765000.0,61,2026-04-16 19:43:09
SO1061,2024-01-10,C0015,Paytm Services,South,Noida,FinTech,P006,Tablet Air,Electronics,7,42750.0,5,299250.0,INR,In Transit,SR06,2024,1,January,1,Q1,2,Wednesday,False,315000.0,15750.0,Open,True,299250.0,62,2026-04-16 19:43:09
SO1062,2024-01-11,C0015,Paytm Services,South,Noida,FinTech,P007,Mechanical Keyboard,Electronics,20,7125.0,5,142500.0,INR,Processing,SR04,2024,1,January,1,Q1,2,Thursday,False,150000.0,7500.0,Open,True,142500.0,63,2026-04-16 19:43:09
SO1063,2024-01-11,C0014,Swiggy India,North,Bengaluru,Food-Tech,P003,Office Chair Ergonomic,Furniture,6,18700.0,15,112200.0,INR,Delivered,SR06,2024,1,January,1,Q1,2,Thursday,False,132000.0,19800.0,Closed,True,112200.0,64,2026-04-16 19:43:09
SO1064,2024-01-11,C0013,Nykaa Fashion,North,Mumbai,Retail,P007,Mechanical Keyboard,Electronics,8,6750.0,10,54000.0,INR,Delivered,SR02,2024,1,January,1,Q1,2,Thursday,False,60000.0,6000.0,Closed,True,54000.0,65,2026-04-16 19:43:09
SO1065,2024-01-11,C0007,Mahindra Group,North,Mumbai,Manufacturing,P001,Laptop Pro 15,Electronics,16,80750.0,5,1292000.0,INR,Delivered,SR08,2024,1,January,1,Q1,2,Thursday,False,1360000.0,68000.0,Closed,True,1292000.0,66,2026-04-16 19:43:09
SO1066,2024-01-11,C0006,Tata Motors,South,Pune,Manufacturing,P005,Smartphone X12,Electronics,8,61750.0,5,494000.0,INR,Delivered,SR04,2024,1,January,1,Q1,2,Thursday,False,520000.0,26000.0,Closed,True,494000.0,67,2026-04-16 19:43:09
SO1067,2024-01-11,C0007,Mahindra Group,North,Mumbai,Manufacturing,P006,Tablet Air,Electronics,9,45000.0,0,405000.0,INR,Cancelled,SR05,2024,1,January,1,Q1,2,Thursday,False,405000.0,-0.0,Cancelled,False,0.0,68,2026-04-16 19:43:09
SO1068,2024-01-11,C0006,Tata Motors,South,Pune,Manufacturing,P009,Filing Cabinet,Furniture,13,9600.0,20,124800.0,INR,Delivered,SR01,2024,1,January,1,Q1,2,Thursday,False,156000.0,31200.0,Closed,True,124800.0,69,2026-04-16 19:43:09
SO1069,2024-01-11,C0002,TCS Technologies,North,Mumbai,Enterprise,P005,Smartphone X12,Electronics,6,52000.0,20,312000.0,INR,Cancelled,SR05,2024,1,January,1,Q1,2,Thursday,False,390000.0,78000.0,Cancelled,False,0.0,70,2026-04-16 19:43:09
SO1070,2024-01-11,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P002,Wireless Headphones,Electronics,20,7225.0,15,144500.0,INR,Delivered,SR06,2024,1,January,1,Q1,2,Thursday,False,170000.0,25500.0,Closed,True,144500.0,71,2026-04-16 19:43:09
SO1071,2024-01-11,C0007,Mahindra Group,North,Mumbai,Manufacturing,P010,Conference Table,Furniture,17,55000.0,0,935000.0,INR,Delivered,SR10,2024,1,January,1,Q1,2,Thursday,False,935000.0,-0.0,Closed,True,935000.0,72,2026-04-16 19:43:09
SO1072,2024-01-11,C0004,Reliance Retail,South,Mumbai,Retail,P005,Smartphone X12,Electronics,2,55250.0,15,110500.0,INR,Delivered,SR09,2024,1,January,1,Q1,2,Thursday,False,130000.0,19500.0,Closed,True,110500.0,73,2026-04-16 19:43:09
SO1073,2024-01-11,C0011,Ola Cabs,West,Bengaluru,Transport,P004,Standing Desk,Furniture,12,29750.0,15,357000.0,INR,Delivered,SR06,2024,1,January,1,Q1,2,Thursday,False,420000.0,63000.0,Closed,True,357000.0,74,2026-04-16 19:43:09
SO1074,2024-01-12,C0011,Ola Cabs,West,Bengaluru,Transport,P002,Wireless Headphones,Electronics,10,6800.0,20,68000.0,INR,Delivered,SR07,2024,1,January,1,Q1,2,Friday,False,85000.0,17000.0,Closed,True,68000.0,75,2026-04-16 19:43:09
SO1075,2024-01-12,C0006,Tata Motors,South,Pune,Manufacturing,P007,Mechanical Keyboard,Electronics,10,6000.0,20,60000.0,INR,Delivered,SR07,2024,1,January,1,Q1,2,Friday,False,75000.0,15000.0,Closed,True,60000.0,76,2026-04-16 19:43:09
SO1076,2024-01-12,C0011,Ola Cabs,West,Bengaluru,Transport,P007,Mechanical Keyboard,Electronics,6,6000.0,20,36000.0,INR,Delivered,SR07,2024,1,January,1,Q1,2,Friday,False,45000.0,9000.0,Closed,True,36000.0,77,2026-04-16 19:43:09
SO1077,2024-01-12,C0009,Amazon India,North,Hyderabad,E-Commerce,P001,Laptop Pro 15,Electronics,10,76500.0,10,765000.0,INR,Delivered,SR10,2024,1,January,1,Q1,2,Friday,False,850000.0,85000.0,Closed,True,765000.0,78,2026-04-16 19:43:09
SO1078,2024-01-12,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P006,Tablet Air,Electronics,15,38250.0,15,573750.0,INR,Delivered,SR04,2024,1,January,1,Q1,2,Friday,False,675000.0,101250.0,Closed,True,573750.0,79,2026-04-16 19:43:09
SO1079,2024-01-12,C0009,Amazon India,North,Hyderabad,E-Commerce,P008,LED Monitor 27inch,Electronics,6,28000.0,0,168000.0,INR,Delivered,SR10,2024,1,January,1,Q1,2,Friday,False,168000.0,-0.0,Closed,True,168000.0,80,2026-04-16 19:43:09
SO1080,2024-01-12,C0006,Tata Motors,South,Pune,Manufacturing,P002,Wireless Headphones,Electronics,8,7650.0,10,61200.0,INR,Delivered,SR04,2024,1,January,1,Q1,2,Friday,False,68000.0,6800.0,Closed,True,61200.0,81,2026-04-16 19:43:09
SO1081,2024-01-12,C0003,Wipro Solutions,East,Pune,Enterprise,P001,Laptop Pro 15,Electronics,2,80750.0,5,161500.0,INR,Cancelled,SR10,2024,1,January,1,Q1,2,Friday,False,170000.0,8500.0,Cancelled,False,0.0,82,2026-04-16 19:43:09
SO1082,2024-01-12,C0014,Swiggy India,North,Bengaluru,Food-Tech,P002,Wireless Headphones,Electronics,15,7225.0,15,108375.0,INR,Processing,SR10,2024,1,January,1,Q1,2,Friday,False,127500.0,19125.0,Open,True,108375.0,83,2026-04-16 19:43:09
SO1083,2024-01-13,C0012,Byju's Learning,North,Bengaluru,EdTech,P007,Mechanical Keyboard,Electronics,16,6375.0,15,102000.0,INR,Delivered,SR01,2024,1,January,1,Q1,2,Saturday,True,120000.0,18000.0,Closed,True,102000.0,84,2026-04-16 19:43:09
SO1084,2024-01-13,C0015,Paytm Services,South,Noida,FinTech,P002,Wireless Headphones,Electronics,14,8075.0,5,113050.0,INR,Delivered,SR09,2024,1,January,1,Q1,2,Saturday,True,119000.0,5950.0,Closed,True,113050.0,85,2026-04-16 19:43:09
SO1085,2024-01-14,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P009,Filing Cabinet,Furniture,8,12000.0,0,96000.0,INR,Delivered,SR08,2024,1,January,1,Q1,2,Sunday,True,96000.0,-0.0,Closed,True,96000.0,86,2026-04-16 19:43:09
SO1086,2024-01-14,C0011,Ola Cabs,West,Bengaluru,Transport,P009,Filing Cabinet,Furniture,18,9600.0,20,172800.0,INR,Delivered,SR08,2024,1,January,1,Q1,2,Sunday,True,216000.0,43200.0,Closed,True,172800.0,87,2026-04-16 19:43:09
SO1087,2024-01-14,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P009,Filing Cabinet,Furniture,14,9600.0,20,134400.0,INR,Delivered,SR03,2024,1,January,1,Q1,2,Sunday,True,168000.0,33600.0,Closed,True,134400.0,88,2026-04-16 19:43:09
SO1088,2024-01-14,C0012,Byju's Learning,North,Bengaluru,EdTech,P008,LED Monitor 27inch,Electronics,15,25200.0,10,378000.0,INR,In Transit,SR05,2024,1,January,1,Q1,2,Sunday,True,420000.0,42000.0,Open,True,378000.0,89,2026-04-16 19:43:09
SO1089,2024-01-15,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P004,Standing Desk,Furniture,9,29750.0,15,267750.0,INR,Delivered,SR05,2024,1,January,1,Q1,3,Monday,False,315000.0,47250.0,Closed,True,267750.0,90,2026-04-16 19:43:09
SO1090,2024-01-15,C0004,Reliance Retail,South,Mumbai,Retail,P005,Smartphone X12,Electronics,11,58500.0,10,643500.0,INR,Processing,SR02,2024,1,January,1,Q1,3,Monday,False,715000.0,71500.0,Open,True,643500.0,91,2026-04-16 19:43:09
SO1091,2024-01-15,C0003,Wipro Solutions,East,Pune,Enterprise,P003,Office Chair Ergonomic,Furniture,8,18700.0,15,149600.0,INR,In Transit,SR04,2024,1,January,1,Q1,3,Monday,False,176000.0,26400.0,Open,True,149600.0,92,2026-04-16 19:43:09
SO1092,2024-01-15,C0002,TCS Technologies,North,Mumbai,Enterprise,P007,Mechanical Keyboard,Electronics,14,6750.0,10,94500.0,INR,Delivered,SR07,2024,1,January,1,Q1,3,Monday,False,105000.0,10500.0,Closed,True,94500.0,93,2026-04-16 19:43:09
SO1093,2024-01-15,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P004,Standing Desk,Furniture,14,29750.0,15,416500.0,INR,Processing,SR10,2024,1,January,1,Q1,3,Monday,False,490000.0,73500.0,Open,True,416500.0,94,2026-04-16 19:43:09
SO1094,2024-01-15,C0012,Byju's Learning,North,Bengaluru,EdTech,P001,Laptop Pro 15,Electronics,19,72250.0,15,1372750.0,INR,Delivered,SR06,2024,1,January,1,Q1,3,Monday,False,1615000.0,242250.0,Closed,True,1372750.0,95,2026-04-16 19:43:09
SO1095,2024-01-15,C0005,HDFC Bank,South,Mumbai,BFSI,P007,Mechanical Keyboard,Electronics,14,6000.0,20,84000.0,INR,In Transit,SR09,2024,1,January,1,Q1,3,Monday,False,105000.0,21000.0,Open,True,84000.0,96,2026-04-16 19:43:09
SO1096,2024-01-15,C0013,Nykaa Fashion,North,Mumbai,Retail,P010,Conference Table,Furniture,8,46750.0,15,374000.0,INR,Delivered,SR07,2024,1,January,1,Q1,3,Monday,False,440000.0,66000.0,Closed,True,374000.0,97,2026-04-16 19:43:09
SO1097,2024-01-15,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P001,Laptop Pro 15,Electronics,13,76500.0,10,994500.0,INR,In Transit,SR07,2024,1,January,1,Q1,3,Monday,False,1105000.0,110500.0,Open,True,994500.0,98,2026-04-16 19:43:09
