order_id,order_date,customer_id,customer_name,region,city,customer_segment,product_id,product_name,category,quantity,unit_price,discount_pct,net_value,currency,status,sales_rep
SO1024,2024-01-04,C0002,TCS Technologies,North,Mumbai,Enterprise,P006,Tablet Air,Electronics,10,42750.0,5,427500.0,INR,Delivered,SR10
SO1025,2024-01-05,C0002,TCS Technologies,North,Mumbai,Enterprise,P008,LED Monitor 27inch,Electronics,3,22400.0,20,67200.0,INR,In Transit,SR03
SO1026,2024-01-05,C0011,Ola Cabs,West,Bengaluru,Transport,P008,LED Monitor 27inch,Electronics,18,26600.0,5,478800.0,INR,Delivered,SR10
SO1027,2024-01-05,C0007,Mahindra Group,North,Mumbai,Manufacturing,P004,Standing Desk,Furniture,18,33250.0,5,598500.0,INR,In Transit,SR07
SO1028,2024-01-05,C0011,Ola Cabs,West,Bengaluru,Transport,P006,Tablet Air,Electronics,15,36000.0,20,540000.0,INR,Delivered,SR04
SO1029,2024-01-05,C0004,Reliance Retail,South,Mumbai,Retail,P002,Wireless Headphones,Electronics,11,8500.0,0,93500.0,INR,Delivered,SR04
SO1030,2024-01-06,C0004,Reliance Retail,South,Mumbai,Retail,P001,Laptop Pro 15,Electronics,3,85000.0,0,255000.0,INR,Delivered,SR01
SO1031,2024-01-06,C0014,Swiggy India,North,Bengaluru,Food-Tech,P006,Tablet Air,Electronics,3,36000.0,20,108000.0,INR,Delivered,SR08
SO1032,2024-01-06,C0004,Reliance Retail,South,Mumbai,Retail,P009,Filing Cabinet,Furniture,5,9600.0,20,48000.0,INR,Delivered,SR04
SO1033,2024-01-06,C0013,Nykaa Fashion,North,Mumbai,Retail,P008,LED Monitor 27inch,Electronics,14,26600.0,5,372400.0,INR,Delivered,SR07
SO1034,2024-01-06,C0006,Tata Motors,South,Pune,Manufacturing,P007,Mechanical Keyboard,Electronics,14,6375.0,15,89250.0,INR,Processing,SR01
SO1035,2024-01-07,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P007,Mechanical Keyboard,Electronics,11,7500.0,0,82500.0,INR,Delivered,SR04
SO1036,2024-01-08,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P003,Office Chair Ergonomic,Furniture,14,20900.0,5,292600.0,INR,Delivered,SR04
SO1037,2024-01-08,C0014,Swiggy India,North,Bengaluru,Food-Tech,P002,Wireless Headphones,Electronics,15,6800.0,20,102000.0,INR,Delivered,SR09
SO1038,2024-01-08,C0014,Swiggy India,North,Bengaluru,Food-Tech,P001,Laptop Pro 15,Electronics,3,80750.0,5,242250.0,INR,Delivered,SR08
SO1039,2024-01-08,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P004,Standing Desk,Furniture,13,35000.0,0,455000.0,INR,Delivered,SR01
SO1040,2024-01-08,C0007,Mahindra Group,North,Mumbai,Manufacturing,P005,Smartphone X12,Electronics,15,58500.0,10,877500.0,INR,Delivered,SR09
SO1041,2024-01-08,C0011,Ola Cabs,West,Bengaluru,Transport,P008,LED Monitor 27inch,Electronics,5,26600.0,5,133000.0,INR,Delivered,SR01
SO1042,2024-01-08,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P009,Filing Cabinet,Furniture,2,10800.0,10,21600.0,INR,Delivered,SR10
SO1043,2024-01-08,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P009,Filing Cabinet,Furniture,17,11400.0,5,193800.0,INR,Delivered,SR09
SO1044,2024-01-08,C0002,TCS Technologies,North,Mumbai,Enterprise,P003,Office Chair Ergonomic,Furniture,3,17600.0,20,52800.0,INR,Delivered,SR04
SO1045,2024-01-08,C0007,Mahindra Group,North,Mumbai,Manufacturing,P002,Wireless Headphones,Electronics,19,8075.0,5,153425.0,INR,Delivered,SR01
SO1046,2024-01-08,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P002,Wireless Headphones,Electronics,14,6800.0,20,95200.0,INR,Delivered,SR06
SO1047,2024-01-08,C0015,Paytm Services,South,Noida,FinTech,P005,Smartphone X12,Electronics,7,58500.0,10,409500.0,INR,Delivered,SR07
SO1048,2024-01-09,C0011,Ola Cabs,West,Bengaluru,Transport,P005,Smartphone X12,Electronics,15,58500.0,10,877500.0,INR,Processing,SR02
SO1049,2024-01-09,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P008,LED Monitor 27inch,Electronics,20,22400.0,20,448000.0,INR,Cancelled,SR02
SO1050,2024-01-09,C0009,Amazon India,North,Hyderabad,E-Commerce,P004,Standing Desk,Furniture,17,31500.0,10,535500.0,INR,Delivered,SR06
SO1051,2024-01-09,C0015,Paytm Services,South,Noida,FinTech,P002,Wireless Headphones,Electronics,8,7650.0,10,61200.0,INR,Delivered,SR08
SO1052,2024-01-09,C0014,Swiggy India,North,Bengaluru,Food-Tech,P009,Filing Cabinet,Furniture,10,9600.0,20,96000.0,INR,Cancelled,SR09
SO1053,2024-01-09,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P009,Filing Cabinet,Furniture,10,12000.0,0,120000.0,INR,Processing,SR03
SO1054,2024-01-10,C0002,TCS Technologies,North,Mumbai,Enterprise,P002,Wireless Headphones,Electronics,18,8075.0,5,145350.0,INR,Delivered,SR10
SO1055,2024-01-10,C0004,Reliance Retail,South,Mumbai,Retail,P006,Tablet Air,Electronics,7,40500.0,10,283500.0,INR,Delivered,SR05
SO1056,2024-01-10,C0015,Paytm Services,South,Noida,FinTech,P001,Laptop Pro 15,Electronics,3,72250.0,15,216750.0,INR,Processing,SR01
SO1057,2024-01-10,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P006,Tablet Air,Electronics,5,40500.0,10,202500.0,INR,Delivered,SR08
SO1058,2024-01-10,C0009,Amazon India,North,Hyderabad,E-Commerce,P007,Mechanical Keyboard,Electronics,18,7500.0,0,135000.0,INR,Delivered,SR03
SO1059,2024-01-10,C0009,Amazon India,North,Hyderabad,E-Commerce,P001,Laptop Pro 15,Electronics,12,68000.0,20,816000.0,INR,Delivered,SR07
SO1060,2024-01-10,C0003,Wipro Solutions,East,Pune,Enterprise,P001,Laptop Pro 15,Electronics,10,76500.0,10,765000.0,INR,Processing,SR01
SO1061,2024-01-10,C0015,Paytm Services,South,Noida,FinTech,P006,Tablet Air,Electronics,7,42750.0,5,299250.0,INR,In Transit,SR06
SO1062,2024-01-11,C0015,Paytm Services,South,Noida,FinTech,P007,Mechanical Keyboard,Electronics,20,7125.0,5,142500.0,INR,Processing,SR04
SO1063,2024-01-11,C0014,Swiggy India,North,Bengaluru,Food-Tech,P003,Office Chair Ergonomic,Furniture,6,18700.0,15,112200.0,INR,Delivered,SR06
SO1064,2024-01-11,C0013,Nykaa Fashion,North,Mumbai,Retail,P007,Mechanical Keyboard,Electronics,8,6750.0,10,54000.0,INR,Delivered,SR02
SO1065,2024-01-11,C0007,Mahindra Group,North,Mumbai,Manufacturing,P001,Laptop Pro 15,Electronics,16,80750.0,5,1292000.0,INR,Delivered,SR08
SO1066,2024-01-11,C0006,Tata Motors,South,Pune,Manufacturing,P005,Smartphone X12,Electronics,8,61750.0,5,494000.0,INR,Delivered,SR04
SO1067,2024-01-11,C0007,Mahindra Group,North,Mumbai,Manufacturing,P006,Tablet Air,Electronics,9,45000.0,0,405000.0,INR,Cancelled,SR05
SO1068,2024-01-11,C0006,Tata Motors,South,Pune,Manufacturing,P009,Filing Cabinet,Furniture,13,9600.0,20,124800.0,INR,Delivered,SR01
SO1069,2024-01-11,C0002,TCS Technologies,North,Mumbai,Enterprise,P005,Smartphone X12,Electronics,6,52000.0,20,312000.0,INR,Cancelled,SR05
SO1070,2024-01-11,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P002,Wireless Headphones,Electronics,20,7225.0,15,144500.0,INR,Delivered,SR06
SO1071,2024-01-11,C0007,Mahindra Group,North,Mumbai,Manufacturing,P010,Conference Table,Furniture,17,55000.0,0,935000.0,INR,Delivered,SR10
SO1072,2024-01-11,C0004,Reliance Retail,South,Mumbai,Retail,P005,Smartphone X12,Electronics,2,55250.0,15,110500.0,INR,Delivered,SR09
SO1073,2024-01-11,C0011,Ola Cabs,West,Bengaluru,Transport,P004,Standing Desk,Furniture,12,29750.0,15,357000.0,INR,Delivered,SR06
SO1074,2024-01-12,C0011,Ola Cabs,West,Bengaluru,Transport,P002,Wireless Headphones,Electronics,10,6800.0,20,68000.0,INR,Delivered,SR07
SO1075,2024-01-12,C0006,Tata Motors,South,Pune,Manufacturing,P007,Mechanical Keyboard,Electronics,10,6000.0,20,60000.0,INR,Delivered,SR07
SO1076,2024-01-12,C0011,Ola Cabs,West,Bengaluru,Transport,P007,Mechanical Keyboard,Electronics,6,6000.0,20,36000.0,INR,Delivered,SR07
SO1077,2024-01-12,C0009,Amazon India,North,Hyderabad,E-Commerce,P001,Laptop Pro 15,Electronics,10,76500.0,10,765000.0,INR,Delivered,SR10
SO1078,2024-01-12,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P006,Tablet Air,Electronics,15,38250.0,15,573750.0,INR,Delivered,SR04
SO1079,2024-01-12,C0009,Amazon India,North,Hyderabad,E-Commerce,P008,LED Monitor 27inch,Electronics,6,28000.0,0,168000.0,INR,Delivered,SR10
SO1080,2024-01-12,C0006,Tata Motors,South,Pune,Manufacturing,P002,Wireless Headphones,Electronics,8,7650.0,10,61200.0,INR,Delivered,SR04
SO1081,2024-01-12,C0003,Wipro Solutions,East,Pune,Enterprise,P001,Laptop Pro 15,Electronics,2,80750.0,5,161500.0,INR,Cancelled,SR10
SO1082,2024-01-12,C0014,Swiggy India,North,Bengaluru,Food-Tech,P002,Wireless Headphones,Electronics,15,7225.0,15,108375.0,INR,Processing,SR10
SO1083,2024-01-13,C0012,Byju's Learning,North,Bengaluru,EdTech,P007,Mechanical Keyboard,Electronics,16,6375.0,15,102000.0,INR,Delivered,SR01
SO1084,2024-01-13,C0015,Paytm Services,South,Noida,FinTech,P002,Wireless Headphones,Electronics,14,8075.0,5,113050.0,INR,Delivered,SR09
SO1085,2024-01-14,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P009,Filing Cabinet,Furniture,8,12000.0,0,96000.0,INR,Delivered,SR08
SO1086,2024-01-14,C0011,Ola Cabs,West,Bengaluru,Transport,P009,Filing Cabinet,Furniture,18,9600.0,20,172800.0,INR,Delivered,SR08
SO1087,2024-01-14,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P009,Filing Cabinet,Furniture,14,9600.0,20,134400.0,INR,Delivered,SR03
SO1088,2024-01-14,C0012,Byju's Learning,North,Bengaluru,EdTech,P008,LED Monitor 27inch,Electronics,15,25200.0,10,378000.0,INR,In Transit,SR05
SO1089,2024-01-15,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P004,Standing Desk,Furniture,9,29750.0,15,267750.0,INR,Delivered,SR05
SO1090,2024-01-15,C0004,Reliance Retail,South,Mumbai,Retail,P005,Smartphone X12,Electronics,11,58500.0,10,643500.0,INR,Processing,SR02
SO1091,2024-01-15,C0003,Wipro Solutions,East,Pune,Enterprise,P003,Office Chair Ergonomic,Furniture,8,18700.0,15,149600.0,INR,In Transit,SR04
SO1092,2024-01-15,C0002,TCS Technologies,North,Mumbai,Enterprise,P007,Mechanical Keyboard,Electronics,14,6750.0,10,94500.0,INR,Delivered,SR07
SO1093,2024-01-15,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P004,Standing Desk,Furniture,14,29750.0,15,416500.0,INR,Processing,SR10
SO1094,2024-01-15,C0012,Byju's Learning,North,Bengaluru,EdTech,P001,Laptop Pro 15,Electronics,19,72250.0,15,1372750.0,INR,Delivered,SR06
SO1095,2024-01-15,C0005,HDFC Bank,South,Mumbai,BFSI,P007,Mechanical Keyboard,Electronics,14,6000.0,20,84000.0,INR,In Transit,SR09
SO1096,2024-01-15,C0013,Nykaa Fashion,North,Mumbai,Retail,P010,Conference Table,Furniture,8,46750.0,15,374000.0,INR,Delivered,SR07
SO1097,2024-01-15,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P001,Laptop Pro 15,Electronics,13,76500.0,10,994500.0,INR,In Transit,SR07
SO1098,2024-01-15,C0012,Byju's Learning,North,Bengaluru,EdTech,P003,Office Chair Ergonomic,Furniture,15,20900.0,5,313500.0,INR,Cancelled,SR09
SO1099,2024-01-15,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P007,Mechanical Keyboard,Electronics,19,6000.0,20,114000.0,INR,In Transit,SR02
SO1100,2024-01-15,C0011,Ola Cabs,West,Bengaluru,Transport,P007,Mechanical Keyboard,Electronics,5,6375.0,15,31875.0,INR,Delivered,SR05
SO1101,2024-01-16,C0006,Tata Motors,South,Pune,Manufacturing,P004,Standing Desk,Furniture,15,31500.0,10,472500.0,INR,Delivered,SR07
SO1102,2024-01-16,C0005,HDFC Bank,South,Mumbai,BFSI,P007,Mechanical Keyboard,Electronics,9,7500.0,0,67500.0,INR,Delivered,SR09
SO1103,2024-01-16,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P006,Tablet Air,Electronics,8,45000.0,0,360000.0,INR,In Transit,SR01
SO1104,2024-01-16,C0013,Nykaa Fashion,North,Mumbai,Retail,P001,Laptop Pro 15,Electronics,8,80750.0,5,646000.0,INR,Processing,SR10
SO1105,2024-01-16,C0003,Wipro Solutions,East,Pune,Enterprise,P004,Standing Desk,Furniture,5,29750.0,15,148750.0,INR,In Transit,SR10
SO1106,2024-01-16,C0004,Reliance Retail,South,Mumbai,Retail,P008,LED Monitor 27inch,Electronics,9,25200.0,10,226800.0,INR,Delivered,SR10
SO1107,2024-01-16,C0012,Byju's Learning,North,Bengaluru,EdTech,P002,Wireless Headphones,Electronics,6,7650.0,10,45900.0,INR,Delivered,SR01
SO1108,2024-01-16,C0015,Paytm Services,South,Noida,FinTech,P005,Smartphone X12,Electronics,19,55250.0,15,1049750.0,INR,Delivered,SR04
SO1109,2024-01-16,C0002,TCS Technologies,North,Mumbai,Enterprise,P010,Conference Table,Furniture,8,55000.0,0,440000.0,INR,In Transit,SR05
SO1110,2024-01-16,C0014,Swiggy India,North,Bengaluru,Food-Tech,P010,Conference Table,Furniture,4,44000.0,20,176000.0,INR,In Transit,SR06
SO1111,2024-01-17,C0007,Mahindra Group,North,Mumbai,Manufacturing,P006,Tablet Air,Electronics,3,36000.0,20,108000.0,INR,Delivered,SR01
SO1112,2024-01-17,C0014,Swiggy India,North,Bengaluru,Food-Tech,P007,Mechanical Keyboard,Electronics,16,7500.0,0,120000.0,INR,Delivered,SR06
SO1113,2024-01-17,C0011,Ola Cabs,West,Bengaluru,Transport,P008,LED Monitor 27inch,Electronics,5,23800.0,15,119000.0,INR,Delivered,SR09
SO1114,2024-01-17,C0011,Ola Cabs,West,Bengaluru,Transport,P005,Smartphone X12,Electronics,20,52000.0,20,1040000.0,INR,In Transit,SR08
SO1115,2024-01-17,C0007,Mahindra Group,North,Mumbai,Manufacturing,P010,Conference Table,Furniture,9,49500.0,10,445500.0,INR,Processing,SR02
SO1116,2024-01-17,C0005,HDFC Bank,South,Mumbai,BFSI,P008,LED Monitor 27inch,Electronics,8,23800.0,15,190400.0,INR,Delivered,SR07
SO1117,2024-01-17,C0006,Tata Motors,South,Pune,Manufacturing,P001,Laptop Pro 15,Electronics,16,76500.0,10,1224000.0,INR,Delivered,SR04
SO1118,2024-01-17,C0006,Tata Motors,South,Pune,Manufacturing,P005,Smartphone X12,Electronics,11,58500.0,10,643500.0,INR,Processing,SR05
SO1119,2024-01-17,C0009,Amazon India,North,Hyderabad,E-Commerce,P001,Laptop Pro 15,Electronics,17,80750.0,5,1372750.0,INR,Delivered,SR07
SO1120,2024-01-17,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P009,Filing Cabinet,Furniture,8,10200.0,15,81600.0,INR,Delivered,SR08
SO1121,2024-01-17,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P001,Laptop Pro 15,Electronics,3,76500.0,10,229500.0,INR,Delivered,SR04
SO1122,2024-01-17,C0005,HDFC Bank,South,Mumbai,BFSI,P010,Conference Table,Furniture,12,46750.0,15,561000.0,INR,Delivered,SR06
SO1123,2024-01-18,C0012,Byju's Learning,North,Bengaluru,EdTech,P009,Filing Cabinet,Furniture,11,10800.0,10,118800.0,INR,In Transit,SR05
SO1124,2024-01-18,C0005,HDFC Bank,South,Mumbai,BFSI,P005,Smartphone X12,Electronics,8,65000.0,0,520000.0,INR,In Transit,SR06
SO1125,2024-01-18,C0002,TCS Technologies,North,Mumbai,Enterprise,P009,Filing Cabinet,Furniture,6,11400.0,5,68400.0,INR,Delivered,SR08
SO1126,2024-01-18,C0005,HDFC Bank,South,Mumbai,BFSI,P010,Conference Table,Furniture,17,44000.0,20,748000.0,INR,Delivered,SR02
SO1127,2024-01-18,C0014,Swiggy India,North,Bengaluru,Food-Tech,P004,Standing Desk,Furniture,10,33250.0,5,332500.0,INR,Delivered,SR05
SO1128,2024-01-18,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P009,Filing Cabinet,Furniture,5,10800.0,10,54000.0,INR,Delivered,SR01
SO1129,2024-01-18,C0009,Amazon India,North,Hyderabad,E-Commerce,P005,Smartphone X12,Electronics,5,55250.0,15,276250.0,INR,Delivered,SR01
SO1130,2024-01-18,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P005,Smartphone X12,Electronics,16,55250.0,15,884000.0,INR,Delivered,SR03
SO1131,2024-01-18,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P005,Smartphone X12,Electronics,16,65000.0,0,1040000.0,INR,Processing,SR07
SO1132,2024-01-18,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P002,Wireless Headphones,Electronics,19,8500.0,0,161500.0,INR,Delivered,SR10
SO1133,2024-01-19,C0002,TCS Technologies,North,Mumbai,Enterprise,P004,Standing Desk,Furniture,4,28000.0,20,112000.0,INR,In Transit,SR10
SO1134,2024-01-19,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P010,Conference Table,Furniture,8,44000.0,20,352000.0,INR,Delivered,SR08
SO1135,2024-01-19,C0005,HDFC Bank,South,Mumbai,BFSI,P010,Conference Table,Furniture,14,49500.0,10,693000.0,INR,Delivered,SR01
SO1136,2024-01-19,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P002,Wireless Headphones,Electronics,7,8075.0,5,56525.0,INR,Delivered,SR02
SO1137,2024-01-19,C0003,Wipro Solutions,East,Pune,Enterprise,P004,Standing Desk,Furniture,6,28000.0,20,168000.0,INR,Delivered,SR01
SO1138,2024-01-19,C0007,Mahindra Group,North,Mumbai,Manufacturing,P008,LED Monitor 27inch,Electronics,20,23800.0,15,476000.0,INR,Delivered,SR04
SO1139,2024-01-19,C0005,HDFC Bank,South,Mumbai,BFSI,P005,Smartphone X12,Electronics,15,65000.0,0,975000.0,INR,In Transit,SR05
SO1140,2024-01-19,C0013,Nykaa Fashion,North,Mumbai,Retail,P010,Conference Table,Furniture,7,46750.0,15,327250.0,INR,Delivered,SR04
SO1141,2024-01-20,C0015,Paytm Services,South,Noida,FinTech,P005,Smartphone X12,Electronics,5,65000.0,0,325000.0,INR,Delivered,SR05
SO1142,2024-01-20,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P010,Conference Table,Furniture,10,46750.0,15,467500.0,INR,Delivered,SR05
SO1143,2024-01-21,C0005,HDFC Bank,South,Mumbai,BFSI,P009,Filing Cabinet,Furniture,18,10200.0,15,183600.0,INR,Delivered,SR10
SO1144,2024-01-21,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P007,Mechanical Keyboard,Electronics,11,6000.0,20,66000.0,INR,Delivered,SR02
SO1145,2024-01-21,C0004,Reliance Retail,South,Mumbai,Retail,P010,Conference Table,Furniture,19,55000.0,0,1045000.0,INR,Cancelled,SR05
SO1146,2024-01-21,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P001,Laptop Pro 15,Electronics,6,72250.0,15,433500.0,INR,Delivered,SR08
SO1147,2024-01-22,C0003,Wipro Solutions,East,Pune,Enterprise,P010,Conference Table,Furniture,14,46750.0,15,654500.0,INR,Cancelled,SR08
SO1148,2024-01-22,C0006,Tata Motors,South,Pune,Manufacturing,P007,Mechanical Keyboard,Electronics,11,6750.0,10,74250.0,INR,In Transit,SR03
SO1149,2024-01-22,C0006,Tata Motors,South,Pune,Manufacturing,P007,Mechanical Keyboard,Electronics,16,6750.0,10,108000.0,INR,In Transit,SR07
SO1150,2024-01-22,C0014,Swiggy India,North,Bengaluru,Food-Tech,P009,Filing Cabinet,Furniture,2,10200.0,15,20400.0,INR,Delivered,SR05
SO1151,2024-01-22,C0006,Tata Motors,South,Pune,Manufacturing,P002,Wireless Headphones,Electronics,13,6800.0,20,88400.0,INR,Processing,SR01
SO1152,2024-01-22,C0011,Ola Cabs,West,Bengaluru,Transport,P009,Filing Cabinet,Furniture,15,10200.0,15,153000.0,INR,Delivered,SR09
SO1153,2024-01-22,C0006,Tata Motors,South,Pune,Manufacturing,P010,Conference Table,Furniture,16,46750.0,15,748000.0,INR,In Transit,SR04
SO1154,2024-01-22,C0005,HDFC Bank,South,Mumbai,BFSI,P009,Filing Cabinet,Furniture,5,10800.0,10,54000.0,INR,Delivered,SR08
SO1155,2024-01-23,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P010,Conference Table,Furniture,8,52250.0,5,418000.0,INR,Delivered,SR01
SO1156,2024-01-23,C0009,Amazon India,North,Hyderabad,E-Commerce,P007,Mechanical Keyboard,Electronics,3,7125.0,5,21375.0,INR,Cancelled,SR02
SO1157,2024-01-23,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P002,Wireless Headphones,Electronics,5,7225.0,15,36125.0,INR,Processing,SR05
SO1158,2024-01-23,C0009,Amazon India,North,Hyderabad,E-Commerce,P005,Smartphone X12,Electronics,14,55250.0,15,773500.0,INR,Cancelled,SR04
SO1159,2024-01-23,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P009,Filing Cabinet,Furniture,5,10200.0,15,51000.0,INR,Delivered,SR10
SO1160,2024-01-24,C0012,Byju's Learning,North,Bengaluru,EdTech,P003,Office Chair Ergonomic,Furniture,3,19800.0,10,59400.0,INR,In Transit,SR07
SO1161,2024-01-24,C0006,Tata Motors,South,Pune,Manufacturing,P009,Filing Cabinet,Furniture,9,12000.0,0,108000.0,INR,Delivered,SR05
SO1162,2024-01-24,C0014,Swiggy India,North,Bengaluru,Food-Tech,P010,Conference Table,Furniture,19,46750.0,15,888250.0,INR,Processing,SR08
SO1163,2024-01-24,C0009,Amazon India,North,Hyderabad,E-Commerce,P008,LED Monitor 27inch,Electronics,12,25200.0,10,302400.0,INR,Delivered,SR09
SO1164,2024-01-24,C0007,Mahindra Group,North,Mumbai,Manufacturing,P008,LED Monitor 27inch,Electronics,11,26600.0,5,292600.0,INR,Cancelled,SR04
SO1165,2024-01-24,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P007,Mechanical Keyboard,Electronics,8,6375.0,15,51000.0,INR,Delivered,SR08
SO1166,2024-01-24,C0012,Byju's Learning,North,Bengaluru,EdTech,P007,Mechanical Keyboard,Electronics,13,7125.0,5,92625.0,INR,Delivered,SR01
SO1167,2024-01-24,C0003,Wipro Solutions,East,Pune,Enterprise,P009,Filing Cabinet,Furniture,19,10800.0,10,205200.0,INR,Processing,SR08
SO1168,2024-01-24,C0002,TCS Technologies,North,Mumbai,Enterprise,P009,Filing Cabinet,Furniture,15,12000.0,0,180000.0,INR,In Transit,SR07
SO1169,2024-01-24,C0014,Swiggy India,North,Bengaluru,Food-Tech,P003,Office Chair Ergonomic,Furniture,3,18700.0,15,56100.0,INR,In Transit,SR05
